NOC,Sport,Adeptness
SAA,Equestrianism,
SAA,Fencing,
SAA,Figure Skating,
SAA,Football,
SAA,Golf,
SAA,Gymnastics,
SAA,Handball,
SAA,Hockey,
SAA,Ice Hockey,
SAA,Jeu De Paume,
SAA,Judo,
SAA,Karate,
SAA,Lacrosse,
SAA,Marathon Swimming,
SAA,Modern Pentathlon,
SAA,Motorboating,
SAA,Polo,
SAA,Racquets,
SAA,Rhythmic Gymnastics,
SAA,Roque,
SAA,Rowing,
SAA,Rugby,
SAA,Rugby Sevens,
SAA,Sailing,
SAA,Shooting,
SAA,Skateboarding,
SAA,Softball,
SAA,Sport Climbing,
SAA,Surfing,
SAA,Swimming,
SAA,Synchronized Swimming,
SAA,Table Tennis,
SAA,Taekwondo,
SAA,Tennis,
SAA,Trampoline Gymnastics,
SAA,Trampolining,
SAA,Triathlon,
SAA,Tug-Of-War,
SAA,Volleyball,
SAA,Water Polo,
SAA,Weightlifting,
SAA,Wrestling,
ANT,3x3 Basketball,
ANT,Aeronautics,
ANT,Alpinism,
ANT,Archery,
ANT,Art Competitions,
ANT,Artistic Gymnastics,
ANT,Artistic Swimming,
ANT,Athletics,
ANT,Badminton,
ANT,Baseball,
ANT,Baseball/Softball,
ANT,Basketball,
ANT,Basque Pelota,
ANT,Beach Volleyball,
ANT,Boxing,
ANT,Breaking,
ANT,Canoe Slalom,
ANT,Canoe Sprint,
ANT,Canoeing,
ANT,Cricket,
ANT,Croquet,
ANT,Cycling,
ANT,Cycling BMX Freestyle,
ANT,Cycling BMX Racing,
ANT,Cycling Mountain Bike,
ANT,Cycling Road,
ANT,Cycling Track,
ANT,Diving,
ANT,Equestrian,
ANT,Equestrianism,
ANT,Fencing,
ANT,Figure Skating,
ANT,Football,
ANT,Golf,
ANT,Gymnastics,
ANT,Handball,
ANT,Hockey,
ANT,Ice Hockey,
ANT,Jeu De Paume,
ANT,Judo,
ANT,Karate,
ANT,Lacrosse,
ANT,Marathon Swimming,
ANT,Modern Pentathlon,
ANT,Motorboating,
ANT,Polo,
ANT,Racquets,
ANT,Rhythmic Gymnastics,
ANT,Roque,
ANT,Rowing,
ANT,Rugby,
ANT,Rugby Sevens,
ANT,Sailing,
ANT,Shooting,
ANT,Skateboarding,
ANT,Softball,
ANT,Sport Climbing,
ANT,Surfing,
ANT,Swimming,
ANT,Synchronized Swimming,
ANT,Table Tennis,
ANT,Taekwondo,
ANT,Tennis,
ANT,Trampoline Gymnastics,
ANT,Trampolining,
ANT,Triathlon,
ANT,Tug-Of-War,
ANT,Volleyball,
ANT,Water Polo,
ANT,Weightlifting,
ANT,Wrestling,
AND,3x3 Basketball,
AND,Aeronautics,
AND,Alpinism,
AND,Archery,
AND,Art Competitions,
AND,Artistic Gymnastics,
AND,Artistic Swimming,
AND,Athletics,
AND,Badminton,
AND,Baseball,
AND,Baseball/Softball,
AND,Basketball,
AND,Basque Pelota,
AND,Beach Volleyball,
AND,Boxing,
AND,Breaking,
AND,Canoe Slalom,
AND,Canoe Sprint,
AND,Canoeing,
AND,Cricket,
AND,Croquet,
AND,Cycling,
AND,Cycling BMX Freestyle,
AND,Cycling BMX Racing,
AND,Cycling Mountain Bike,
AND,Cycling Road,
AND,Cycling Track,
AND,Diving,
AND,Equestrian,
AND,Equestrianism,
AND,Fencing,
AND,Figure Skating,
AND,Football,
AND,Golf,
AND,Gymnastics,
AND,Handball,
AND,Hockey,
AND,Ice Hockey,
AND,Jeu De Paume,
AND,Judo,
AND,Karate,
AND,Lacrosse,
AND,Marathon Swimming,
AND,Modern Pentathlon,
AND,Motorboating,
AND,Polo,
AND,Racquets,
AND,Rhythmic Gymnastics,
AND,Roque,
AND,Rowing,
AND,Rugby,
AND,Rugby Sevens,
AND,Sailing,
AND,Shooting,
AND,Skateboarding,
AND,Softball,
AND,Sport Climbing,
AND,Surfing,
AND,Swimming,
AND,Synchronized Swimming,
AND,Table Tennis,
AND,Taekwondo,
AND,Tennis,
AND,Trampoline Gymnastics,
AND,Trampolining,
AND,Triathlon,
AND,Tug-Of-War,
AND,Volleyball,
AND,Water Polo,
AND,Weightlifting,
AND,Wrestling,
ZIM,Hockey,0.008660508083140877
ZIM,Swimming,0.002017872585759585
ZIM,3x3 Basketball,
ZIM,Aeronautics,
ZIM,Alpinism,
ZIM,Archery,
ZIM,Art Competitions,
ZIM,Artistic Gymnastics,
ZIM,Artistic Swimming,
ZIM,Athletics,
ZIM,Badminton,
ZIM,Baseball,
ZIM,Baseball/Softball,
ZIM,Basketball,
ZIM,Basque Pelota,
ZIM,Beach Volleyball,
ZIM,Boxing,
ZIM,Breaking,
ZIM,Canoe Slalom,
ZIM,Canoe Sprint,
ZIM,Canoeing,
ZIM,Cricket,
ZIM,Croquet,
ZIM,Cycling,
ZIM,Cycling BMX Freestyle,
ZIM,Cycling BMX Racing,
ZIM,Cycling Mountain Bike,
ZIM,Cycling Road,
ZIM,Cycling Track,
ZIM,Diving,
ZIM,Equestrian,
ZIM,Equestrianism,
ZIM,Fencing,
ZIM,Figure Skating,
ZIM,Football,
ZIM,Golf,
ZIM,Gymnastics,
ZIM,Handball,
ZIM,Ice Hockey,
ZIM,Jeu De Paume,
ZIM,Judo,
ZIM,Karate,
ZIM,Lacrosse,
ZIM,Marathon Swimming,
ZIM,Modern Pentathlon,
ZIM,Motorboating,
ZIM,Polo,
ZIM,Racquets,
ZIM,Rhythmic Gymnastics,
ZIM,Roque,
ZIM,Rowing,
ZIM,Rugby,
ZIM,Rugby Sevens,
ZIM,Sailing,
ZIM,Shooting,
ZIM,Skateboarding,
ZIM,Softball,
ZIM,Sport Climbing,
ZIM,Surfing,
ZIM,Synchronized Swimming,
ZIM,Table Tennis,
ZIM,Taekwondo,
ZIM,Tennis,
ZIM,Trampoline Gymnastics,
ZIM,Trampolining,
ZIM,Triathlon,
ZIM,Tug-Of-War,
ZIM,Volleyball,
ZIM,Water Polo,
ZIM,Weightlifting,
ZIM,Wrestling,
GRN,Athletics,0.001128923007450892
GRN,3x3 Basketball,
GRN,Aeronautics,
GRN,Alpinism,
GRN,Archery,
GRN,Art Competitions,
GRN,Artistic Gymnastics,
GRN,Artistic Swimming,
GRN,Badminton,
GRN,Baseball,
GRN,Baseball/Softball,
GRN,Basketball,
GRN,Basque Pelota,
GRN,Beach Volleyball,
GRN,Boxing,
GRN,Breaking,
GRN,Canoe Slalom,
GRN,Canoe Sprint,
GRN,Canoeing,
GRN,Cricket,
GRN,Croquet,
GRN,Cycling,
GRN,Cycling BMX Freestyle,
GRN,Cycling BMX Racing,
GRN,Cycling Mountain Bike,
GRN,Cycling Road,
GRN,Cycling Track,
GRN,Diving,
GRN,Equestrian,
GRN,Equestrianism,
GRN,Fencing,
GRN,Figure Skating,
GRN,Football,
GRN,Golf,
GRN,Gymnastics,
GRN,Handball,
GRN,Hockey,
GRN,Ice Hockey,
GRN,Jeu De Paume,
GRN,Judo,
GRN,Karate,
GRN,Lacrosse,
GRN,Marathon Swimming,
GRN,Modern Pentathlon,
GRN,Motorboating,
GRN,Polo,
GRN,Racquets,
GRN,Rhythmic Gymnastics,
GRN,Roque,
GRN,Rowing,
GRN,Rugby,
GRN,Rugby Sevens,
GRN,Sailing,
GRN,Shooting,
GRN,Skateboarding,
GRN,Softball,
GRN,Sport Climbing,
GRN,Surfing,
GRN,Swimming,
GRN,Synchronized Swimming,
GRN,Table Tennis,
GRN,Taekwondo,
GRN,Tennis,
GRN,Trampoline Gymnastics,
GRN,Trampolining,
GRN,Triathlon,
GRN,Tug-Of-War,
GRN,Volleyball,
GRN,Water Polo,
GRN,Weightlifting,
GRN,Wrestling,
HKG,Karate,0.03125
HKG,Table Tennis,0.021929824561403508
HKG,Cycling Track,0.005952380952380952
HKG,Fencing,0.0015616866215512754
HKG,Swimming,0.0011530700490054772
HKG,Cycling,0.000791765637371338
HKG,Sailing,0.0007651109410864575
HKG,3x3 Basketball,
HKG,Aeronautics,
HKG,Alpinism,
HKG,Archery,
HKG,Art Competitions,
HKG,Artistic Gymnastics,
HKG,Artistic Swimming,
HKG,Athletics,
HKG,Badminton,
HKG,Baseball,
HKG,Baseball/Softball,
HKG,Basketball,
HKG,Basque Pelota,
HKG,Beach Volleyball,
HKG,Boxing,
HKG,Breaking,
HKG,Canoe Slalom,
HKG,Canoe Sprint,
HKG,Canoeing,
HKG,Cricket,
HKG,Croquet,
HKG,Cycling BMX Freestyle,
HKG,Cycling BMX Racing,
HKG,Cycling Mountain Bike,
HKG,Cycling Road,
HKG,Diving,
HKG,Equestrian,
HKG,Equestrianism,
HKG,Figure Skating,
HKG,Football,
HKG,Golf,
HKG,Gymnastics,
HKG,Handball,
HKG,Hockey,
HKG,Ice Hockey,
HKG,Jeu De Paume,
HKG,Judo,
HKG,Lacrosse,
HKG,Marathon Swimming,
HKG,Modern Pentathlon,
HKG,Motorboating,
HKG,Polo,
HKG,Racquets,
HKG,Rhythmic Gymnastics,
HKG,Roque,
HKG,Rowing,
HKG,Rugby,
HKG,Rugby Sevens,
HKG,Shooting,
HKG,Skateboarding,
HKG,Softball,
HKG,Sport Climbing,
HKG,Surfing,
HKG,Synchronized Swimming,
HKG,Taekwondo,
HKG,Tennis,
HKG,Trampoline Gymnastics,
HKG,Trampolining,
HKG,Triathlon,
HKG,Tug-Of-War,
HKG,Volleyball,
HKG,Water Polo,
HKG,Weightlifting,
HKG,Wrestling,
LCA,Athletics,0.0004515692029803567
LCA,3x3 Basketball,
LCA,Aeronautics,
LCA,Alpinism,
LCA,Archery,
LCA,Art Competitions,
LCA,Artistic Gymnastics,
LCA,Artistic Swimming,
LCA,Badminton,
LCA,Baseball,
LCA,Baseball/Softball,
LCA,Basketball,
LCA,Basque Pelota,
LCA,Beach Volleyball,
LCA,Boxing,
LCA,Breaking,
LCA,Canoe Slalom,
LCA,Canoe Sprint,
LCA,Canoeing,
LCA,Cricket,
LCA,Croquet,
LCA,Cycling,
LCA,Cycling BMX Freestyle,
LCA,Cycling BMX Racing,
LCA,Cycling Mountain Bike,
LCA,Cycling Road,
LCA,Cycling Track,
LCA,Diving,
LCA,Equestrian,
LCA,Equestrianism,
LCA,Fencing,
LCA,Figure Skating,
LCA,Football,
LCA,Golf,
LCA,Gymnastics,
LCA,Handball,
LCA,Hockey,
LCA,Ice Hockey,
LCA,Jeu De Paume,
LCA,Judo,
LCA,Karate,
LCA,Lacrosse,
LCA,Marathon Swimming,
LCA,Modern Pentathlon,
LCA,Motorboating,
LCA,Polo,
LCA,Racquets,
LCA,Rhythmic Gymnastics,
LCA,Roque,
LCA,Rowing,
LCA,Rugby,
LCA,Rugby Sevens,
LCA,Sailing,
LCA,Shooting,
LCA,Skateboarding,
LCA,Softball,
LCA,Sport Climbing,
LCA,Surfing,
LCA,Swimming,
LCA,Synchronized Swimming,
LCA,Table Tennis,
LCA,Taekwondo,
LCA,Tennis,
LCA,Trampoline Gymnastics,
LCA,Trampolining,
LCA,Triathlon,
LCA,Tug-Of-War,
LCA,Volleyball,
LCA,Water Polo,
LCA,Weightlifting,
LCA,Wrestling,
FSM,3x3 Basketball,
FSM,Aeronautics,
FSM,Alpinism,
FSM,Archery,
FSM,Art Competitions,
FSM,Artistic Gymnastics,
FSM,Artistic Swimming,
FSM,Athletics,
FSM,Badminton,
FSM,Baseball,
FSM,Baseball/Softball,
FSM,Basketball,
FSM,Basque Pelota,
FSM,Beach Volleyball,
FSM,Boxing,
FSM,Breaking,
FSM,Canoe Slalom,
FSM,Canoe Sprint,
FSM,Canoeing,
FSM,Cricket,
FSM,Croquet,
FSM,Cycling,
FSM,Cycling BMX Freestyle,
FSM,Cycling BMX Racing,
FSM,Cycling Mountain Bike,
FSM,Cycling Road,
FSM,Cycling Track,
FSM,Diving,
FSM,Equestrian,
FSM,Equestrianism,
FSM,Fencing,
FSM,Figure Skating,
FSM,Football,
FSM,Golf,
FSM,Gymnastics,
FSM,Handball,
FSM,Hockey,
FSM,Ice Hockey,
FSM,Jeu De Paume,
FSM,Judo,
FSM,Karate,
FSM,Lacrosse,
FSM,Marathon Swimming,
FSM,Modern Pentathlon,
FSM,Motorboating,
FSM,Polo,
FSM,Racquets,
FSM,Rhythmic Gymnastics,
FSM,Roque,
FSM,Rowing,
FSM,Rugby,
FSM,Rugby Sevens,
FSM,Sailing,
FSM,Shooting,
FSM,Skateboarding,
FSM,Softball,
FSM,Sport Climbing,
FSM,Surfing,
FSM,Swimming,
FSM,Synchronized Swimming,
FSM,Table Tennis,
FSM,Taekwondo,
FSM,Tennis,
FSM,Trampoline Gymnastics,
FSM,Trampolining,
FSM,Triathlon,
FSM,Tug-Of-War,
FSM,Volleyball,
FSM,Water Polo,
FSM,Weightlifting,
FSM,Wrestling,
MYA,3x3 Basketball,
MYA,Aeronautics,
MYA,Alpinism,
MYA,Archery,
MYA,Art Competitions,
MYA,Artistic Gymnastics,
MYA,Artistic Swimming,
MYA,Athletics,
MYA,Badminton,
MYA,Baseball,
MYA,Baseball/Softball,
MYA,Basketball,
MYA,Basque Pelota,
MYA,Beach Volleyball,
MYA,Boxing,
MYA,Breaking,
MYA,Canoe Slalom,
MYA,Canoe Sprint,
MYA,Canoeing,
MYA,Cricket,
MYA,Croquet,
MYA,Cycling,
MYA,Cycling BMX Freestyle,
MYA,Cycling BMX Racing,
MYA,Cycling Mountain Bike,
MYA,Cycling Road,
MYA,Cycling Track,
MYA,Diving,
MYA,Equestrian,
MYA,Equestrianism,
MYA,Fencing,
MYA,Figure Skating,
MYA,Football,
MYA,Golf,
MYA,Gymnastics,
MYA,Handball,
MYA,Hockey,
MYA,Ice Hockey,
MYA,Jeu De Paume,
MYA,Judo,
MYA,Karate,
MYA,Lacrosse,
MYA,Marathon Swimming,
MYA,Modern Pentathlon,
MYA,Motorboating,
MYA,Polo,
MYA,Racquets,
MYA,Rhythmic Gymnastics,
MYA,Roque,
MYA,Rowing,
MYA,Rugby,
MYA,Rugby Sevens,
MYA,Sailing,
MYA,Shooting,
MYA,Skateboarding,
MYA,Softball,
MYA,Sport Climbing,
MYA,Surfing,
MYA,Swimming,
MYA,Synchronized Swimming,
MYA,Table Tennis,
MYA,Taekwondo,
MYA,Tennis,
MYA,Trampoline Gymnastics,
MYA,Trampolining,
MYA,Triathlon,
MYA,Tug-Of-War,
MYA,Volleyball,
MYA,Water Polo,
MYA,Weightlifting,
MYA,Wrestling,
MAW,3x3 Basketball,
MAW,Aeronautics,
MAW,Alpinism,
MAW,Archery,
MAW,Art Competitions,
MAW,Artistic Gymnastics,
MAW,Artistic Swimming,
MAW,Athletics,
MAW,Badminton,
MAW,Baseball,
MAW,Baseball/Softball,
MAW,Basketball,
MAW,Basque Pelota,
MAW,Beach Volleyball,
MAW,Boxing,
MAW,Breaking,
MAW,Canoe Slalom,
MAW,Canoe Sprint,
MAW,Canoeing,
MAW,Cricket,
MAW,Croquet,
MAW,Cycling,
MAW,Cycling BMX Freestyle,
MAW,Cycling BMX Racing,
MAW,Cycling Mountain Bike,
MAW,Cycling Road,
MAW,Cycling Track,
MAW,Diving,
MAW,Equestrian,
MAW,Equestrianism,
MAW,Fencing,
MAW,Figure Skating,
MAW,Football,
MAW,Golf,
MAW,Gymnastics,
MAW,Handball,
MAW,Hockey,
MAW,Ice Hockey,
MAW,Jeu De Paume,
MAW,Judo,
MAW,Karate,
MAW,Lacrosse,
MAW,Marathon Swimming,
MAW,Modern Pentathlon,
MAW,Motorboating,
MAW,Polo,
MAW,Racquets,
MAW,Rhythmic Gymnastics,
MAW,Roque,
MAW,Rowing,
MAW,Rugby,
MAW,Rugby Sevens,
MAW,Sailing,
MAW,Shooting,
MAW,Skateboarding,
MAW,Softball,
MAW,Sport Climbing,
MAW,Surfing,
MAW,Swimming,
MAW,Synchronized Swimming,
MAW,Table Tennis,
MAW,Taekwondo,
MAW,Tennis,
MAW,Trampoline Gymnastics,
MAW,Trampolining,
MAW,Triathlon,
MAW,Tug-Of-War,
MAW,Volleyball,
MAW,Water Polo,
MAW,Weightlifting,
MAW,Wrestling,
ZAM,Boxing,0.0009541984732824427
ZAM,Athletics,0.0004515692029803567
ZAM,3x3 Basketball,
ZAM,Aeronautics,
ZAM,Alpinism,
ZAM,Archery,
ZAM,Art Competitions,
ZAM,Artistic Gymnastics,
ZAM,Artistic Swimming,
ZAM,Badminton,
ZAM,Baseball,
ZAM,Baseball/Softball,
ZAM,Basketball,
ZAM,Basque Pelota,
ZAM,Beach Volleyball,
ZAM,Breaking,
ZAM,Canoe Slalom,
ZAM,Canoe Sprint,
ZAM,Canoeing,
ZAM,Cricket,
ZAM,Croquet,
ZAM,Cycling,
ZAM,Cycling BMX Freestyle,
ZAM,Cycling BMX Racing,
ZAM,Cycling Mountain Bike,
ZAM,Cycling Road,
ZAM,Cycling Track,
ZAM,Diving,
ZAM,Equestrian,
ZAM,Equestrianism,
ZAM,Fencing,
ZAM,Figure Skating,
ZAM,Football,
ZAM,Golf,
ZAM,Gymnastics,
ZAM,Handball,
ZAM,Hockey,
ZAM,Ice Hockey,
ZAM,Jeu De Paume,
ZAM,Judo,
ZAM,Karate,
ZAM,Lacrosse,
ZAM,Marathon Swimming,
ZAM,Modern Pentathlon,
ZAM,Motorboating,
ZAM,Polo,
ZAM,Racquets,
ZAM,Rhythmic Gymnastics,
ZAM,Roque,
ZAM,Rowing,
ZAM,Rugby,
ZAM,Rugby Sevens,
ZAM,Sailing,
ZAM,Shooting,
ZAM,Skateboarding,
ZAM,Softball,
ZAM,Sport Climbing,
ZAM,Surfing,
ZAM,Swimming,
ZAM,Synchronized Swimming,
ZAM,Table Tennis,
ZAM,Taekwondo,
ZAM,Tennis,
ZAM,Trampoline Gymnastics,
ZAM,Trampolining,
ZAM,Triathlon,
ZAM,Tug-Of-War,
ZAM,Volleyball,
ZAM,Water Polo,
ZAM,Weightlifting,
ZAM,Wrestling,
RHO,3x3 Basketball,
RHO,Aeronautics,
RHO,Alpinism,
RHO,Archery,
RHO,Art Competitions,
RHO,Artistic Gymnastics,
RHO,Artistic Swimming,
RHO,Athletics,
RHO,Badminton,
RHO,Baseball,
RHO,Baseball/Softball,
RHO,Basketball,
RHO,Basque Pelota,
RHO,Beach Volleyball,
RHO,Boxing,
RHO,Breaking,
RHO,Canoe Slalom,
RHO,Canoe Sprint,
RHO,Canoeing,
RHO,Cricket,
RHO,Croquet,
RHO,Cycling,
RHO,Cycling BMX Freestyle,
RHO,Cycling BMX Racing,
RHO,Cycling Mountain Bike,
RHO,Cycling Road,
RHO,Cycling Track,
RHO,Diving,
RHO,Equestrian,
RHO,Equestrianism,
RHO,Fencing,
RHO,Figure Skating,
RHO,Football,
RHO,Golf,
RHO,Gymnastics,
RHO,Handball,
RHO,Hockey,
RHO,Ice Hockey,
RHO,Jeu De Paume,
RHO,Judo,
RHO,Karate,
RHO,Lacrosse,
RHO,Marathon Swimming,
RHO,Modern Pentathlon,
RHO,Motorboating,
RHO,Polo,
RHO,Racquets,
RHO,Rhythmic Gymnastics,
RHO,Roque,
RHO,Rowing,
RHO,Rugby,
RHO,Rugby Sevens,
RHO,Sailing,
RHO,Shooting,
RHO,Skateboarding,
RHO,Softball,
RHO,Sport Climbing,
RHO,Surfing,
RHO,Swimming,
RHO,Synchronized Swimming,
RHO,Table Tennis,
RHO,Taekwondo,
RHO,Tennis,
RHO,Trampoline Gymnastics,
RHO,Trampolining,
RHO,Triathlon,
RHO,Tug-Of-War,
RHO,Volleyball,
RHO,Water Polo,
RHO,Weightlifting,
RHO,Wrestling,
TPE,Baseball,0.05952380952380952
TPE,Taekwondo,0.04326923076923077
TPE,Karate,0.03125
TPE,Archery,0.029055690072639227
TPE,Badminton,0.023148148148148147
TPE,Table Tennis,0.017543859649122806
TPE,Golf,0.017241379310344827
TPE,Artistic Gymnastics,0.015625
TPE,Weightlifting,0.01532033426183844
TPE,Boxing,0.003816793893129771
TPE,Judo,0.001326259946949602
TPE,Shooting,0.0007518796992481203
TPE,Athletics,0.0004515692029803567
TPE,3x3 Basketball,
TPE,Aeronautics,
TPE,Alpinism,
TPE,Art Competitions,
TPE,Artistic Swimming,
TPE,Baseball/Softball,
TPE,Basketball,
TPE,Basque Pelota,
TPE,Beach Volleyball,
TPE,Breaking,
TPE,Canoe Slalom,
TPE,Canoe Sprint,
TPE,Canoeing,
TPE,Cricket,
TPE,Croquet,
TPE,Cycling,
TPE,Cycling BMX Freestyle,
TPE,Cycling BMX Racing,
TPE,Cycling Mountain Bike,
TPE,Cycling Road,
TPE,Cycling Track,
TPE,Diving,
TPE,Equestrian,
TPE,Equestrianism,
TPE,Fencing,
TPE,Figure Skating,
TPE,Football,
TPE,Gymnastics,
TPE,Handball,
TPE,Hockey,
TPE,Ice Hockey,
TPE,Jeu De Paume,
TPE,Lacrosse,
TPE,Marathon Swimming,
TPE,Modern Pentathlon,
TPE,Motorboating,
TPE,Polo,
TPE,Racquets,
TPE,Rhythmic Gymnastics,
TPE,Roque,
TPE,Rowing,
TPE,Rugby,
TPE,Rugby Sevens,
TPE,Sailing,
TPE,Skateboarding,
TPE,Softball,
TPE,Sport Climbing,
TPE,Surfing,
TPE,Swimming,
TPE,Synchronized Swimming,
TPE,Tennis,
TPE,Trampoline Gymnastics,
TPE,Trampolining,
TPE,Triathlon,
TPE,Tug-Of-War,
TPE,Volleyball,
TPE,Water Polo,
TPE,Wrestling,
STP,3x3 Basketball,
STP,Aeronautics,
STP,Alpinism,
STP,Archery,
STP,Art Competitions,
STP,Artistic Gymnastics,
STP,Artistic Swimming,
STP,Athletics,
STP,Badminton,
STP,Baseball,
STP,Baseball/Softball,
STP,Basketball,
STP,Basque Pelota,
STP,Beach Volleyball,
STP,Boxing,
STP,Breaking,
STP,Canoe Slalom,
STP,Canoe Sprint,
STP,Canoeing,
STP,Cricket,
STP,Croquet,
STP,Cycling,
STP,Cycling BMX Freestyle,
STP,Cycling BMX Racing,
STP,Cycling Mountain Bike,
STP,Cycling Road,
STP,Cycling Track,
STP,Diving,
STP,Equestrian,
STP,Equestrianism,
STP,Fencing,
STP,Figure Skating,
STP,Football,
STP,Golf,
STP,Gymnastics,
STP,Handball,
STP,Hockey,
STP,Ice Hockey,
STP,Jeu De Paume,
STP,Judo,
STP,Karate,
STP,Lacrosse,
STP,Marathon Swimming,
STP,Modern Pentathlon,
STP,Motorboating,
STP,Polo,
STP,Racquets,
STP,Rhythmic Gymnastics,
STP,Roque,
STP,Rowing,
STP,Rugby,
STP,Rugby Sevens,
STP,Sailing,
STP,Shooting,
STP,Skateboarding,
STP,Softball,
STP,Sport Climbing,
STP,Surfing,
STP,Swimming,
STP,Synchronized Swimming,
STP,Table Tennis,
STP,Taekwondo,
STP,Tennis,
STP,Trampoline Gymnastics,
STP,Trampolining,
STP,Triathlon,
STP,Tug-Of-War,
STP,Volleyball,
STP,Water Polo,
STP,Weightlifting,
STP,Wrestling,
MKD,Taekwondo,0.004807692307692308
MKD,Wrestling,0.0006944444444444445
MKD,3x3 Basketball,
MKD,Aeronautics,
MKD,Alpinism,
MKD,Archery,
MKD,Art Competitions,
MKD,Artistic Gymnastics,
MKD,Artistic Swimming,
MKD,Athletics,
MKD,Badminton,
MKD,Baseball,
MKD,Baseball/Softball,
MKD,Basketball,
MKD,Basque Pelota,
MKD,Beach Volleyball,
MKD,Boxing,
MKD,Breaking,
MKD,Canoe Slalom,
MKD,Canoe Sprint,
MKD,Canoeing,
MKD,Cricket,
MKD,Croquet,
MKD,Cycling,
MKD,Cycling BMX Freestyle,
MKD,Cycling BMX Racing,
MKD,Cycling Mountain Bike,
MKD,Cycling Road,
MKD,Cycling Track,
MKD,Diving,
MKD,Equestrian,
MKD,Equestrianism,
MKD,Fencing,
MKD,Figure Skating,
MKD,Football,
MKD,Golf,
MKD,Gymnastics,
MKD,Handball,
MKD,Hockey,
MKD,Ice Hockey,
MKD,Jeu De Paume,
MKD,Judo,
MKD,Karate,
MKD,Lacrosse,
MKD,Marathon Swimming,
MKD,Modern Pentathlon,
MKD,Motorboating,
MKD,Polo,
MKD,Racquets,
MKD,Rhythmic Gymnastics,
MKD,Roque,
MKD,Rowing,
MKD,Rugby,
MKD,Rugby Sevens,
MKD,Sailing,
MKD,Shooting,
MKD,Skateboarding,
MKD,Softball,
MKD,Sport Climbing,
MKD,Surfing,
MKD,Swimming,
MKD,Synchronized Swimming,
MKD,Table Tennis,
MKD,Tennis,
MKD,Trampoline Gymnastics,
MKD,Trampolining,
MKD,Triathlon,
MKD,Tug-Of-War,
MKD,Volleyball,
MKD,Water Polo,
MKD,Weightlifting,
BOH,Tennis,0.01288659793814433
BOH,Fencing,0.0031233732431025507
BOH,Athletics,0.00022578460149017836
BOH,3x3 Basketball,
BOH,Aeronautics,
BOH,Alpinism,
BOH,Archery,
BOH,Art Competitions,
BOH,Artistic Gymnastics,
BOH,Artistic Swimming,
BOH,Badminton,
BOH,Baseball,
BOH,Baseball/Softball,
BOH,Basketball,
BOH,Basque Pelota,
BOH,Beach Volleyball,
BOH,Boxing,
BOH,Breaking,
BOH,Canoe Slalom,
BOH,Canoe Sprint,
BOH,Canoeing,
BOH,Cricket,
BOH,Croquet,
BOH,Cycling,
BOH,Cycling BMX Freestyle,
BOH,Cycling BMX Racing,
BOH,Cycling Mountain Bike,
BOH,Cycling Road,
BOH,Cycling Track,
BOH,Diving,
BOH,Equestrian,
BOH,Equestrianism,
BOH,Figure Skating,
BOH,Football,
BOH,Golf,
BOH,Gymnastics,
BOH,Handball,
BOH,Hockey,
BOH,Ice Hockey,
BOH,Jeu De Paume,
BOH,Judo,
BOH,Karate,
BOH,Lacrosse,
BOH,Marathon Swimming,
BOH,Modern Pentathlon,
BOH,Motorboating,
BOH,Polo,
BOH,Racquets,
BOH,Rhythmic Gymnastics,
BOH,Roque,
BOH,Rowing,
BOH,Rugby,
BOH,Rugby Sevens,
BOH,Sailing,
BOH,Shooting,
BOH,Skateboarding,
BOH,Softball,
BOH,Sport Climbing,
BOH,Surfing,
BOH,Swimming,
BOH,Synchronized Swimming,
BOH,Table Tennis,
BOH,Taekwondo,
BOH,Trampoline Gymnastics,
BOH,Trampolining,
BOH,Triathlon,
BOH,Tug-Of-War,
BOH,Volleyball,
BOH,Water Polo,
BOH,Weightlifting,
BOH,Wrestling,
LIE,3x3 Basketball,
LIE,Aeronautics,
LIE,Alpinism,
LIE,Archery,
LIE,Art Competitions,
LIE,Artistic Gymnastics,
LIE,Artistic Swimming,
LIE,Athletics,
LIE,Badminton,
LIE,Baseball,
LIE,Baseball/Softball,
LIE,Basketball,
LIE,Basque Pelota,
LIE,Beach Volleyball,
LIE,Boxing,
LIE,Breaking,
LIE,Canoe Slalom,
LIE,Canoe Sprint,
LIE,Canoeing,
LIE,Cricket,
LIE,Croquet,
LIE,Cycling,
LIE,Cycling BMX Freestyle,
LIE,Cycling BMX Racing,
LIE,Cycling Mountain Bike,
LIE,Cycling Road,
LIE,Cycling Track,
LIE,Diving,
LIE,Equestrian,
LIE,Equestrianism,
LIE,Fencing,
LIE,Figure Skating,
LIE,Football,
LIE,Golf,
LIE,Gymnastics,
LIE,Handball,
LIE,Hockey,
LIE,Ice Hockey,
LIE,Jeu De Paume,
LIE,Judo,
LIE,Karate,
LIE,Lacrosse,
LIE,Marathon Swimming,
LIE,Modern Pentathlon,
LIE,Motorboating,
LIE,Polo,
LIE,Racquets,
LIE,Rhythmic Gymnastics,
LIE,Roque,
LIE,Rowing,
LIE,Rugby,
LIE,Rugby Sevens,
LIE,Sailing,
LIE,Shooting,
LIE,Skateboarding,
LIE,Softball,
LIE,Sport Climbing,
LIE,Surfing,
LIE,Swimming,
LIE,Synchronized Swimming,
LIE,Table Tennis,
LIE,Taekwondo,
LIE,Tennis,
LIE,Trampoline Gymnastics,
LIE,Trampolining,
